@relation CommentsInstances

@attribute content string
@attribute class {1,0}

@data
'   he s a player and i ve seen him with other females since july   fact   good luck     ',1
'   the heat do get alot of calls  but the best was ray allen falling down on that  pointer     ',1
'   haha it was all fun and games and checkin out nice cars all you people saying street racing was going on is blind and your a loser computer junkie get a life live a little if your not doing anything wrong your not doing anything at all l o s e r s get a life drive your civic to the library where u l o s e r s meet to do your reading hahahaha    ',0
'   zo siln ho soc ialistick ho i lneho ut tu        ',1
'   that is actually the issue  we are not getting the   bang for our buck   that we should be  we have to streamline the military  we should t be spending  times as much as china and still fear them     ',1
'   referring to rule   i have a tv set at home  however  we do not watch any tv  really  we use it to play the movies we choose  from time to time  i must admit that we use computers and internet more often  but still  sport has the highest priority  i dare say that my kids are happy  only from time to time i must answer my son s questions like this    dad  what is ps  my schoolmates are always talking about that      as you said  living your lifes or pretending to do so  the choice is yours     ',1
'   phrase immediately popped into my head    i pity da fool     although i can t remember who said it  a boxer maybe  and yeah  how many times now has she taken the time to tweet and tweet and tweet some more  about this ibfriend i b or that ibfriend i b  katie always kowtows to her   haters       never her sheep     ',1
'   so you are the queen of trolls  you should create yet another username and call yourself that  then     ',0
'   you gotta be retarded         ',0
'   watched the hearing live and would like to say democrats are the the most vile  idiots  stupid people i have ever heard  people if you don t believe me go back and watch for yourself  watched it live on tv  american s i am calling on you to protect our country and vote these people out of office in november     ',1
'   the only inherent worth i know all men to have is to be able to say  no  to women     ',1
'   they will never lear because they are stupid  instead of being high on life and being happy that they are at least alive they are not happy with that they need drugs  they don t care what it take to get it either or how many people that it may hurt     ',1
'   yawn and your thoughts on left wing rank hypocrisy are  oh and do you have an isa  if yes you are a tax avoiding hypocrite     ',1
'   that is true the united states and their allies should get involved but the problem is russia  china  and iran they will veto anything the u s puts on the table     ',1
'   i asked for a transfer to a hotland not scotland    ',1
'   when you make your donations to planned parenthood  make sure you do it in the name of karen handel or nancy brinker donors get a lovely thank you postcard in the mail from pp when a donation is made in their name  karen handel or nancy brinkerp  o  box dallas  tx  let s paper their walls with pp postcards     ',1
'   what a horrible nightmare  but not to worry  it is your subconscience kicking you in the rear     you can do this girl  i quite smoking ten years ago  cold turkey  in solidarity  you ve inspired me to write a post for you      maybe in a week or so   hang in there  hugz     ',1
'   well since mlb is the highest level of baseball in the world and they scout all over the world then yes that would be correct except they don t play baseball in iran    ',1
'   well it takes an idiot to know one     ',0
'   so  i suppose all of you  false flag  conspiracy theorists believe that the iranian citizen who blew off his own legs trying to attack israeli s or jews in thailand is really a member of mossad    spare me   jews value life  see israeli response to haiti    unlike you muslims who send their kids out to blow themselves up    please take a look at the man in the mirror     ',1
'   gurnemanz  you are a weasel working with the israelis     ',0
'   i hope this will lead the standard for windows tablets     ',1
'   besides being a part of the biggest most successful club of the world  i guess not much      but will he fit in the mourinho system  with arbeloa  albiol and young varane already there  i am not sure he is suited for the english style of play  in my opinion  physical and direct     ',1
'   i can totally relate to you  my boyfriend has broken up with me two days and  i have been an emotional wreck been crying ever since  i just wish he would call me and ask me how i am doing which is pretty stupid of me to even think he would do that but like i just feel horrible that he put me through this  i am thinking of reconciling with him in a month or two but it seems unlikely  i just hope i get over him to be honest  i cant get myself to delete him on facebook    but for now i just feel like shit and its not gonna go away for i dont know how long   i just hope he doesnt start dating other girls by then  i really like him and it just sucks he doesnt feel that way about me anymore      ',1
'   if you don t like yourself  why would you expect other people to like you     ',1
'   retarded fucking tide helm     ',1
'   denial  the whole post involved pure facts didn t expect a brainless isheep like you to offer another intelligent response anyways  so that post was tbe     ',1
'   you are the retard the falklands are  miles from this dump what is the picture of your cat     ',0
'   did you really just comment this  your mother must be so proud  what a loser you are  djr     ',0
'   i knowi just swallowed one       ',1
'   ditto  two thoughts though  mitt romney s religion should not be discussed and the rich in greece are not paying their taxes are two fucking lies that should be called immediately and loudly  even screaming if it will help  the republicans  say  love their religion  they want everyone to love their religion as well  they accuse barack of being a muslim and follower of mohammed even though he attends christian churches and sounds like he is promoting christian religion a lot of the timeand  jesus christ  the rich and the corporations do not pay income taxes here  what right have these asses to criticize another country     ',1
'   infinite thanks for not calling your vulva your vagina     ',1
'   ameliemaryann you are absolutely right  but fear not we have discovered the technology of a printing press that can empty the pockets of our future     ',1
'   you re right  no one is listening  they re part of it     ',1
'   dude  the guy who posted that is the phillies beat writer for mlb com   it is all over philadelphia radio stations that he is expected to be out for close to two months    they won t put him on the  day dl just in case he can come back in  weeks  that said  it isn t looking good   do some research before you call people out     ',1
'   hold it  a woman is a man without an erection    and you re saying women like anal sex  do you mean to say that you are trying to have sex with only transexuals and transvestites is that what you re looking for   i bet you a fuckin homo asss tranny for sure   tryin to stalk me   bitch imaputit  truly i m a smack you so hard your teeth fly out then tie you to the back of my car and go on a long stroll through the hood     i m pretty sure this article concerns earthbound humans  i do not know what species you are referring to in your comment     ',0
'   what s confusing though  is that when the kkk does something horrific  you won t find thousands of christians celebrating  when muslims kill you can find whole cities celebrating     ',1
'   here the sand fleas go again  muslims killing muslims  its israels fault muslim men raping muslim women  it s israels fault  muslims are constipated  it s israels fault  i never realized israel had this much control over muslims     ',1
'   they certainly can reproduce  they are not sterile you idiot        ',0
'   fucking slow assed game    ',1
'   how come you are sooooo bad  you don t win anything      you must get paid by the books           ',1
'   it s easy for cowards to be internet thugs and post stupid stuff about an opinion  that s all i ll say about your ignorant post  seek knowledge and you shall find it someday     ',0
'    bwakfat  cognachaspaws  me too     i tweeted it as well     ',1
'   ooo damn you corrected it before i could get it finished   darn       ',1
'   if you guys are havin trouble getting excited  i have some little blue pills that can help     ',1
'   what type of error are you seeing     ',1
'   im a heat fan  yes i have alot of confidence  there s no way wade  lebron would lose back to back in finals    ',1
'   det m  v re en fucking joke     ',1
'   everything is you white folks fault now deal with it punk or do something about it     ',1
'   bsnail wives use small motherfucking knives on paul smithes b    ',1
'   lol opinion  nah boo  you are stupid  please read all of your comments once more  copy them  and save them until you re old enough to comprehend the fact that you re ignorant and stupid  have a nice day     ',0
'   they re too busy smuggling immigrants  gawd bless  em     ',1
'   self described progressives are about  of the country  and yes  they are brain dead     ',1
'   hey    if i could get down to la in time   i d get you vip s with me on my dime  you stood up again and are counted       front row or nose bleeds      its van halen    and at the end of the day your going   thats all that matters  outstanding        ',1
'   robme cost the taxpayers  b for the olympics    what a conservative     ',1
'   its gotta have some form of truth to be good trolling    ',1
'    i apologize for making this post in segments  some things to know about this story and kansas city for that matter   i appologize because i have to post this in sections to fit it all in    mr  sec says    like it or not  kansas city is still big  territory    that is  true  kansas city is major big  territory  that being said  things are about to change  for all we know  the big  might not even exist in  and the contract with the big  college basketball tournament expires in   big  commissioner chuck neinas came on kansas city radio yesterday  saying that the big  wants kansas city as their host city for the longterm and are hopeful that the sec will not continue to pursue a tournament here     ',1
'   you could nt be further from the truth    ',1
'   people like you are a complete waste of time and i really am appalled by your ignorance and your antisemitic hatred   i pity you when you stand before god    and you will one day  whether you believe in him or not     ',0
'   soon hussein nancy mussolini and prince harry will wonder where the party is  hintnot at the dnc    ',1
'   that sweeping hand of the    i love the modern styling of the seiko orange monster     ',1
'   she had to go to work and she can t take care of her man  this is  safer than gaybashing     ',1
'   obsession is never a good thing stuckinkali  you should stalk someone else  i m not even gay  try antoniososa     ',1
'   you should butt out sean you dont even live here    ',1
'   this next comment may offend you  and you may feel your constitutional rights have been violated  but  ahem   i must disagree with you  i really don t think i m a   brainwashed vacuum of hypocrisy    but in all fairness  i do agree with you when you say that you have given up on the idea of having a rational conversation with me     ',1
'   maybe we can use this   idiot bomber   a home base for the next world series      never mind he might                               blow it     ',1
'   i bet the judges are qusking in their boots lol these unelected euro crats will alwasy run rough shod over any uk legislation it is toolate for us to do anything about it for then last  years every uk parliament as given over more and more power to the eu without so much as a whimper    ',1
'   hanniballa  good question and my answer is  only themselves and  the unsuspecting  of course   but  what else is new   anyone listening to these  msnbc guys  includes rachel  have to come to the conclusion of    no worries       it s that fox news  or it s bush   bush did it   ironically  is there a difference between lies  msnbc and mediate accusers of fox  and omission of the truth  msnbc producers  pundits  and news hosts    which is worse   it s incredible to listen to both networks without becoming a critical thinker  because listening to msnbc requires your believe that this president if infallible     ',1
'   he deliberately brought this to a pvp engagement    my mind is fucking blown       ',1
'   he will never be ashamed  lefties are amoral so they have no shame  they think patriotism is quaint and soldiers are tools wonder where these assholes would be if it were not for those they hate so much     ',0
'   i guess you re not used to conversing with someone with an iq greater than a  watt light bulb     ',0
'   i didn t think elk were going to ride this thing  how is it bad for them  gondolas not have enough headroom for their bodacious racks     ',1
'   dude do see cm punk getting suspended anytime soon no     hmmm why is that  maybe its because hes fucking straight edge dumbass randy orton is not so randy should not be the poster boy  even though cena is the poster boy no one wants him to be  they want cm punk  daniel bryan  and dolph ziggler    ',1
'   truthbtold  i somehow doubt very much you are a yank    ',1
'   obama                hope  change           the subject     ',1
'   what the fuck is hippo  thanks to hell tourism     ',1
'   i don t know why you say that it isn t your best painting  because i love it  i love the colors so much and the pretty tree with the swing    so dreamy     ',1
'   i know right but you are the one that took it upon yourself to make the right move  rob is lucky to have great fans  some need to take a breather     ',1
'   if he s so embarassed about it  why have the story published in one of the uk s biggest papers   oh yeah it s worth being humiliated for a bit of cash       ',1
'   lol       ralph you are the guys who are still in moi era       ',1
'   audrey  your idiocy about   israel s strategy    is simply your idiocy of course israel is appalled by the deliberate targeting and murder of civilians  brainless cretin     ',0
'   i love you katy but i m going to vote for bigbang   d    ',1
'   we had the best time at your pahty  the wife and i thank you very much     ',1
'    kinguin  you d think more would miss time with dick friction burns     ',1
'   ppppphhhh     actin like a dumb bitch about some nails she waited till all ofem done     yellin bout  bucks  and a ugly ass weave and or wig  super thick makeup      you think thats bad thats horrible       ',1
'   you can t even spell you idiot you would watch that dumb shit    ',0
'   youre an idiot   ellen    ',0
'    bchamplain stephenmaturin margaret horrall sir t i m sure you ve never had a trusted friend stab you in the back  but it happens  a lot  and it sucks  for example  the guy who was my closest friend for two decades and the best man at my wedding decided to screw my mother over when he borrowed   from her  ending our friendship     ',1
'   good points  i just think that this crisis was much worse and america has a lot more competition now  the old jobs are simply not coming back and no president can fix that with tax policy  i believe the deep problem is our education system  the chinese are studying  hours a night  we are not  parents aren t demanding that their kids work hard and teachers aren t demanding enough     ',1
'   det er fucking scary    ',1
'   we are dumb and doomed    ',1
'     your black world   sounds racist to me  talk about pot calling kettle     ',1
'   ei  truth be said  u r the truth  fuck akata ppl  they are just slaves  low iq s    ',0
'   nope  have no idea what you are talking about    ',1
'   shut up  michelle    you and your communist husband are nothing but parasidic scum   go back to the garbage can you came from and leave the united states of america alone   you are both impostures stealing from the american people   nothing more than corrupt and evil trash     ',0
'   wtf u talkin bout    here go another pussy internet thug with no photo on here talkin shit as usual   go to sleep pussy nigga      ',0
'   first of all  he probably has someone do that for him   second  of all  any elementary student is able to fill out the form  and faster than him  i m sure   third of all  i don t know if there is a third   when i think of w  evil trumps stupid  when i think of mitt  stupid wins     ',1
'   not even the death of a fellow human can stop the racist blacks in this country  but i hear what you are saying  all the farm murderers also walk free    so your point is     ',1
'   i hope you all stand by me when i say this zroth shut your mouth you ungratefull bastard i d like to kick your teeth in  dreamteam dev bigboss and many others are breaking their backs to get us the new tool and if we must wait a little longer then we will i am very grateful for all they have done thus far so keep your pathetic whining to yourself you arsehole in fact do the world a favor and go and slit your wrists you pathetic little worm dreamteam bigboss dev and all the hackers doing the job good work fellas keep up the good work and thank you again for all the work you guys have done this far    ',0
'   you re a hater    ',0
'   cant wait     to see lebron shut down parker     ',1
'   sandy blames everything bad in her life on sun news cpc  harper ford  and everything right    ',1
'   how many of you gay rights supporters would sign petitions to  legalize adoptiononly incestuous relationships or consenting polygamous unions        ',1
'   wow   you are so ignorant it is truly sad  you should move to a communist country  because only in a backwards ass communist country would your extremist views be accepted  voters dont matter  cuz thats what you are saying right  republikkkans like you are what is wrong with our country  not gays and lesbians  at least they have a sense of humor  you people are just downright retarded     ',1
'   you are a pig     ',0
'   when you unwrap your reserved copy from toys  r us and put the game in  you ll find out all of your answers     ',1
'    miracleman wishes my name was hot piece of ace   miracleman who is this nate guy     ',1
'   okay  gbbc  and others here in what is evening on the north american west coast i am off to rest good night  all     ',1
'   like i mentioned i m fucking bored  girlfriend is working through blogshop  i agree with those easy money  by just selling every piece of worn shirts or craps to other people  its not as easy as it seems  she gotta travel here and there just to pass buyers  used  items     so now im alone with her younger brother in my girlfriend house while she is out to meet buyers  we surely drifted apart because she had to entertain blogshop for  hours  days  and time we had just decreased tremendously     now  her little brother  javier   years old is the worst kid ever in the history of worst kid  he has the smelliest ass a living thing can imagine  shits in his pampers for more than  hours and he still refuse to change and de  aroma  simple fill the air  this is deadlier than snorting cocaine  he is fucking rude and have no discipline at all  he is just a useless brat  seriously  i just hate him  enough said       ',0
'   yes  his first term is   and it s on to his nd  time to get the nails out of your brain so that you can think clearer       ',0
'   yes they are  when people referred to palestinians they meant the jews     ',1
'   i m guessing it can be   i think what they re waiting to see is if komen honours the contract to continue to fund that was signed the day before this announcement  see further down in the story for details  if they renege  then i suspect a large portion of those national donations will go to cover the match funding in some of the pp clinics such as waco at least that s my read of the situation   either way  komen has seen the last of a lot of donors over this  hope they re prepared for the fallout     ',1
'   well  i can t figure out the defects that you are talking about in theses photos  you look just as amazing as always  love the print on the skirt  but then again i understand when you say it does not fit you well  as for me too  fit is everything in a piece of clothing     ',1
'   i clicked   reply    the comment ended up in the right place after reloading the page  they had moved disqus is broken     ',1
'   five year initial training costs them    just in tuition fees  add in costs of the course and personal equipment  rent  food etc  young doctors start on a     debt so  no i doubt it     ',1
'   fact   out of  pedophile acts are homosexual    ',1
'   beyond   the last podcast was amazing with yosp  that s why i love the playstation community     ',1
'   wow  you are a well travelled guy   did you like london  the weather here really sucks  ugh     ',1
'   get back under your sheet   or better go hang yourself     ',0
'   what other federal laws are you exempt from    just curious          ',1
'   god is watching you and he will purnish you die in hell faggot    ',0
'   dr  tuteur  i will continue to explore your site as well as view the wonder site you mentioned  it seems you are more comfortable with your followers echoing back what you say  perhaps there is an environment that is more conducive to debate and sharing    i am finding a   witch hunting   atmosphere here  which is quite disheartening  i am not prohome birth  probirthing center or prohospital    i am pro what works for the mother  not every woman is a suitable candidate for a homebirth     ',1
'   are you high     ',0
'    kiki first she asked what do black women think of her then she said she thinks black women resent her   lol so which one is it  are you clueless to what black women think of you or are your thoughts that black women are resentful  to be honest i don t care i m not interested in your man lady lol     ',1
'   hey maybe you try being a career guidance teacher     ',1
'    joshxdlozano it should be settingsgeneralprofile thats where the  crt opens saved after you open it  you should email it to urself i think it works best      ',1
'   which word are they having trouble with  or is it the numbers     ',1
'   i am sure you believe yourself sincere just like you believe yourself smart  and your version of reality to be reality  does not make it so which actually makes you a dumb ass  jack     ',0
'   and they can t tell us how much money they fuck away because that would be     telling on themselves  another invasion of privacy     ',1
'   oh  vicky  you are not the one to speak about errors in english  are you  you are so stupid       ',0
'   you are looking for attention because you were dumped by one of your relatives and feel lonely  inbreeding is not all it is cracked up to be is it     ',0
'   i guess that most innocent b students are out selling weed and call themselves   no limit ni gas  get real aj     ',1
'   unless i read this wrong  which is possible  i think at issue is was he still married when they began emailing one another  and was any confidential information given to the journalist who later became his wife     ',1
'   do you blow the dust out of them first     ',1
'   horrible show tonight  i m actually mad  raw goes from having the rock  shawn micheals  and hhh on before wrestlemania  then they have brock lesnar hit the ring the night after and i m thinking finally the wwe is getting good again  in the back of my head im thinking are batista and goldberg next  then this super cena trash starts hitting again  the rivalries suck  the superstars suck and frankly the people wanna see muscle machines not fat giants in the main events  pathetic     ',1
'   obama   the final countdownobama   or i get deported    ',1
'   you are truly stupid  your opinion is just that  but it is coming out of your a         ',0
'   yeah lets blow up your special place of being when your not there  scum     ',0
'   you dems   your leader is old news like you hes done and so now your done  hes yesterdays buisiness like you and your foolish party of misfits that dont stand for america    ',0
'   ordering police to stand spectators  you must be thinking of congressmen like jagdish tytler  who comes from the   sekoolar   party  over  were killed by police firing in those riots  and it s well known  the fact that you see an opportunity to spread slander and lies says volumes about you     ',0
'   ur  all penis suckers    ',0
'   not if the spurs have something to say about it    ',1
'   conversations between pitchers and managers on both sides     manager    you gotta throw strikes and try to keep the ball down     pitchers    every time i throw a strike it feels like it s in the bleachers       ',1
'   trent is just begging to have the drool slapped off his brown chin    ',0
'   you described yourself to a tee  as for ditch diggers  you wish you were smart enough to be one  now i don t give a damn what you do that s way below being a ditch digger  whatever it is you know you are not worth a damn at it  as being a teabagger  and fox  oh no you don t  you kicked out of the alley cur  i am a  cspan watching liberal  democratic voter that simply loves the ground president obama walks on  however  unlike you  i call it like i see it  not a water carrier  now run along and do whatever old mangy dogs like you do with you wasted days and night  and do it so more     ',0
'    cnnfdfaccfc disqus she means the dad   not the dead guy    ',1
'   we re no different than they are if you define murder as killing innocent people    ',1
'   i hope you re referring to bringing autobauhns to america         ',1
'   hey friedell  go back to florida u closet heat fan  heard this idiot on the radio and he acts like rose died and these guys are all little kids  fu ing drama queen  hate this guy lousy reporter    ',1
'   costay  what shit u talking man      ',1
'   wtf with your   true nba fans   don t tell me what to think just because you are pigment challenged    ',1
'   haha you re so cool what are you a th grade english teacher    ',0
'   you should how the blow up when you hitem with a   plastic tip verminator round       lol    so much fun       ',1
'   you are a good cutter paster     ',1
'     no  vicky       wrote the pathetic and pathological beckerhead do you really think that we care what people stupid enough to follow glenn beck and selfdeceitful enough to rationalize his lies opine about do you   are you actually that selfdeluded to think that we don t recognize you for what you are  a childish flame warrior obsessed with every comment i write anyone can see here that you re obsessed with me   guess you can t stand someone who exposed your hero as the liar  hypocrite  ignorant reactionary propagandist that ignorant and gullible people like you support as a beckerhead  you have gall to insult anyone s intelligence     ',0
'   you are an idiot    ',0
'   hell no   i bet you did about shit though when she told you her plans     ',0
'   you are just plain stupid and for that  there is no cure     ',0
'   so  those died in those   churches  were not innocent   tambuwal i dont blame  i know from time that  you are bh too  northern  he goat  better  go and settle your problem with police  all the noney you collected from farouk  you  go vomit am oooo  foolish and very ugly monkey     ',0
'   you are all disgusting retards  go to fox where you are welcome    ',0
'   you are still a pathetic  whiny child who wasn t disciplined when you were young  i blame your parents     ',0
'   shum flm maj dreq te kam shum xhan    ',1
'   if you really think that cutting out a one heart here and there matches many repeated incidents of mass murder  then you are merely seeking justification for continued mass murder     ',1
'   his bc says he is  caucasian               d    ',1
'   to ascend you must die     ',1
'   so i guess you retarded libturds want to ban christmas carols from schools  because you don t believe in santa  you morons should be baned from breathing     ',0
'   this is grim news   johnny depp has separated from his partner of  years  french singer and actress vanessa paradis  the yearold began dating paradis    in  after he broke up with supermodel kate moss     ',1
'   paul lee and you are trolls     ',0
'   i hope their next tour comes through dallas again  they fucking blew my mind last time they were here     ',1
'   saving just one life is money well spent  arpayo   other than yours i mean quite often many drivers with no license   and citizenship  get out and run after hitting others  unfortunately i live in an area crawling with them  but that will change     ',1
'   that s funny  i bet you can t get a citizenship  you probably don t even have your g e d    hahaha you apes speak english and then you have people that become doctors from other countries that don t even speak english  just look at you  typing like a baboon  all in capital letters  you should appreciate that you were born in the u s  otherwise  you would never attain citizenship  whos the st president  you don t fucking know stupid ape     ',0
'   what about the fact this dude went to egypt during the uprising   tell me  who would do that   a typical american   no  of course not  so it may or may not be warranted  but until it s sorted out this fool must be kept off the planes me and my family use     ',1
'   you will be in stripes before he is     ',1
'   there is nothing very strange about this  there are families in most countries whose parents belong to different faiths and they get on fine  its when the religious zealots start  demonizing  one  religion  against another  which is very common in the us  that all this   nonsense happens  no religion is better or truer than another   many people see a close connection between religion and ethics for good reason  ethical principles like love  compassion  mercy  charity  and justice are common foundations to all major religions  its when the fundamentalists of every religion that is the problem   the fact that we are not trying to analyze how a god came into existence shows that the likelihood of a god is minimal  suggesting that a god did something and created everything is just an easy answer for simple people over many years  now we are far more educated and have questioned these beliefs that have been sheepishly followed since humans were able to reason  as always the first question that must occur if you say yes is    but who made god then    it cannot all just be faith that creates an entity that has the ability to press a button  presumably there was a big bang in god universe also     ',1
'   you are an idiot     ',0
'   just hope its made in the great britain   not foreign rubbish   come on lets put the great back     ',1
'   i love old photos like these  the modern world seems boring in comparison     ',1
'   what people   i think you are creating an imaginary army for yourself to compensate for your lack of an argument    ',1
'     i had learned not to care  i blew a few smoke rings  remembering those years  pot had helped  and booze  maybe a little blow when you could afford it  not smack  though        barack obama    ',1
'   are you mental or just trolling  i m from the same fucking general area of canada the entire population blows nickelback  the band makes me more ashamed of being in alberta  i m a progressive socialist living in an extremely conservative area and a shit band pisses me off more then that  the fuck     ',0
'   i apparently did not make myself clear  you re a typical white racist  teahadist  fascist  wing nut dummy   you guys almost sank the ship and now you want a mulligan   well that s just about the most masochistic  selfish thing ever  you don t get to fail again   admit it the gop does not know how to govern  period   you screw it up every time you get behind the wheel   your license should be suspended   god why did you have to include gopers in the grand plan   you threw adam and eve out for biting an apple  these toads  cut down the tree     ',0
'   riiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiight     ',1
'   manny didnt get beat  you are fucking stupid    ',0
'   your ugly and your sick daughter dresses you funny    ',0
'   pitch a tent  i pitch one every single morning  what s the big deal  and it s not a pup tent     ',1
'   how come washington wasn t much of a story on here   does fox news not like delivery bad news to the readers one by one each state is recognizing gay marriage   there is nothing antigay bigots can do about it     ',1
'   loosing in the finals has to get you at least a little bit of respect     ',1
'   lebron isnt weak he just doesnt hit free throws down the stretch  close out games  passes up the last shot and if he isnt up by  or more with mins left they lose he is considered the best reg season player but playoffs belong to kd and kobe every year    ',1
'   wouldn t you just love to kill him b what color is your guillotine        ',1
'   you are aware that the actual nazis were antifeminist  right     ',1
'   actually they proved themselve s smarter and bigger       ',1
'   come on erin  did you report the   harassment    i sure hope so  because it ll draw much needed attention to this disgusting pin     ',1
'   and the whole universe is being slowly sucked into a black hole in space  see how it all works now  we are all fucked no matter how or what we do in life  life is rigged to work against us all  we cant win no matter what we do  we are all hand string puppets being slowly tortured our whole lives till we are dead by some force out there we can not control     ',1
'   romney s trying to go folksy here   and totally fucks up the whole thing first of all  its wawa   not wawas   unless you are talking about several of them and hate to use the shift button twice in one word second  he s forcing the use of the word  hoagies   as if we give a shit if you know that we call subs hoagies  and in the western part of the state  soda is  pop   third  where he is in the state has more sheetz stations than wawa s   people there might not even know what a wawa is  nor wawas for that matter wawa  sheetz  and rutter s have all made innovative use of touch screen ordering that i have not seen in other parts of the country  so it is pretty cool  it s just that we ve had it for over  years  so telling a crowd of people here that you are blown away by touch screen won t help you relate to them it s kind of like telling the story where you fixed the dog shit on the roof problem by hosing your dog off and letting him freeze on the roof  most people just don t relate to that     ',1
'   looking back to my youth  ratings were a fundamental part of coming of agesneaking into films you were to young for  that is   those ratings let you know which movies had the goods     ',1
'    old man game he aint lying best team    ',1
'   rockland read news that originate from other sources  not only al jazeera  we have the australian news  pretty unbiased  but you won t think so because we participated in iraq     ',1
'   omfg how many trolls are here      when will trolls learnfucktrollstrollssuck    ',0
'   pe    read what i am saying rather than reading who authored it                       what       lol pe  we must consider the source  which is  sadly      you   your record of biased commenetary is so lengthy and so documented it can t be ignored what s sad is you have transferred your usual tw hate  guess because tw is off this week  to his little niece cheyenne    guess all that negative energy has to get directed somewhere    how pathetically sleazoid is that                    private to pe   again  please seek diversity therapy   remember  recognition of the problem is the first step in solving it   all the best     ',1
'    downriverdem they don t sleep at night  they fly forth and abroad to suck the blood of the living     ',1
'     do you have any idea how fucking ignorant you sound     reluctant registard     ',0
'   this is true  but it is always good to have someone to blame and others to fight with about it     ',1
'   titans win also said thunder in  after the rd quarter last game    ',1
'   yeah and that s why you came to this story to watch the video and comment on it    yeah    usa usa usa usa usa    ',1
'   where did i say that it s just genes  wojo maybe your english is different than my english but thats not what my statement reads to me     ',1
'   first we have to find exactly who we are dealing with   you have the syrian government that is backed up by iran so you have shiite s on one side   then you have alqaeda on the other and they are for the most part sunni muslims and they are backed by saudi arabia with weapons and support    then you have the christians that are caught in the middle   neither side is prowestern or proamerican    let them fight it out    the side that comes out will be very weak and at that point we may be able to something right now taking either side is a very bad idea     ',1
'     yes  notwar they are watching porn    the bad news is it features debbie washurhiney schultz    wow  i always get the urge to puke when i mention her name     ',1
'   much like you and some others on this site   you are  a hypocrite little girl     ',0
'   actually  i don t think she expects a call  she is merely proving a point  your lack of comprehension makes you look like the f  ing idiot     ',0
'    jakesnake kp is risk averse     ',1
'   comeback player of the year  ctthunder    ',1
'   i posted a qoute  from mlk and what is is saying if your not a part of the salution then you are a part of the problem   and as we all know berry is the problem    ',1
'    soychristopher perfect example  http   www youtube com watch vhanfrfyvk    ',1
'   throw strikes you inbred piece of shit                ',0
'     libturds live in such a hatefilled fantasy land    i am going to laugh and gloat when you suckpuppet  obama gets his muchdeserved resounding defeat get used to the fact that your next president will be a republican     ',1
'   did you stop molesting children     ',0
'   i agree with step down but really he should be fired   he should have never let that criminal out  look at what he has done in his past    really  we should take a look at how he performs his job   look at other cases that are pending and see if anymore of the criminals that he lets loose will kill  rape  mame and rob  innocent victims     ',1
'   lol  i still don t know why you are mad tho   i only said that no matter where the boys and lee hyori are  we will always consider them as family     ',1
'     didn t expect any less of you  scumbag     ',0
'   cut your damn finger nails  woman     ',1
'   wow take it easy old man you might get a heart attack     ',1
'   wendy  another ic example of why men dominate society  talk about letting emotions make decisions  as i said before  god help us all if you ever had power  if that is the punishment for bad humour  what would you do to thieves or actual criminals  torture them  burn their eyes out  drown them  i dont dare think  thank god you arent in charge of anything     ',1
'   you say ben is a bad guy  you expect nobody to check you out when you make a comment like that   seriously   you are a stooge    ',1
'   from all of your other comments on this site  since when are you a responsible one to talk     ',0
'     i would support more money for the schools if the teachers  union wouldn t suck the fund dry   an increase in education money does very little to protect or educate the children  it goes to protect the tenure of teachers that are educated far beyond their intelligence      ',1
'   lol whiny bitch  she deserved to be punched in the head     ',0
'   you need help for your obsession and you need it stat  these blogs are going to make you cringe when you realize how sick you are     ',0
'   shame on you   where were you when perry was abusing her asshole     ',1
'   haha ted nugent  are we talking about the same ted nugent that purposefully crapped himself to dodge the draft  or the one who tried to legally adopt a minor for the sole purpose of having a sexual relationship with her  sounds like a real red blooded bad ass     ',1
'   it must make you hard to be so much smarter than everybody else   if you want to pass on knowledge  leave your own ignorance of human communication at the fingertips and just answer the damn question   you re no better than anybody else    ',0
'   oh man  you  and your kind  are what s wrong with this world  i mostly laugh  but when i see for myself that there are actually people like you out there  i pity our species     ',0
'   okay  just because cano had a recent rough patch  doesn t make alex more consistent than him  we ll see who makes the allstar team  and after talking to you over the past few nights o here  i know for a fact that you need to learn a thing or two about baseball      you are crazy      and to tell you the truth  jeter is even more consistent than arod this year as well      so that s  of  em        look at their batting averages      duh           ',1
'   man  i m getting curb stomped by allergies   not good    ',1
'     no those are cities states and or country s that do not allow gay marriage     ',1
'   mr  clooney  you sir are a joke  don t you understand that no matter how many ways you wrap a turd  it is still a turd  get a clue     ',0
'   don t be mad at me  gays  be mad at the gays who gave you your aids     ',0
'   your filthy mouth says much about youand even more about those who raised you   you re a filthy pig                ',0
'   and you think i care about your opinion   who gives a fuuuuuck       ',0
'   yeah  equal number of course  blacks make up just a bit over  of the population  so that   equal number   would mean that blacks are about six times more likely to be racist good thing the black community has you around to defend it    facepalm       ',1
'   fuck u la    nabey      u bo langchiao     mother fucking bitch     u tell super junior until like that    u just sooo jealous of them la     wth     u are a mother fucking bitch do u know that    u just being a racist huma    no monster with no heart    wth    saying ryeowook s voice is not nice     ur fucking voice is sooo rusty la      fucker     go eat shit la   u are worst then fats        ',0
'   that was a foul   but it was bad timing on the ref    ',1
'   clueless like all your postings    ',0
'   lapid s an idiot  i rest my case     ',0
'   and who the fuck decides which language is profane     ',1
